st_racuna,artikli
866932,2 1042 57 1081 3157 115 2298 271 4403 824 2391 440 980 13284
867108,2 34 46 1081 6774 2182 195 247 294 2391 2952 440 446 2032
867973,256 440 2364 446 590 619
868012,2 16 1042 3098 34 41 57 60 1599 589 186 6850 1220 1260 4885 1844 824 1850 1351 1357 9043 370 2032
868323,395 908 46 440 446 1220 247 5497 2431
868543,2 534 23 1064 619 186 1766 256 1357 395 908 420 440 1987
868589,2 34 36 41 53 1410 440
868735,2 440 1081 57 247
868769,2 16 1042 534 46 57 1599 74 598 1206 195 256 1822 294 4434 2391 395 421 440 441 446
868902,2 16 34 41 53 60 115 2237 247 10488 256 294 6483 395 440 441 2520 485 598 604 617 619 719 852 908 1042 1081 7515 7900 6017 1987
869068,2 534 34 1064 440 57 852 2780 485 619
869324,16 53 440 590 9818
869378,2 16 1081 60 4166 74 598 7328 5337 247 294 908 440
869937,2 41 46 74 598 613 115 4325 271 824 395 4517 446 1502
870728,2 16 34 46 53 74 115 242 247 256 2387 370 385 395 421 440 441 446 448 488 590 598 613 619 2788 4885 824 980 1042 5168 1081 7248 1187 1351 1358 1599 6017 1987
872607,2 16 41 1064 57 60 10829 619 195 1766 256 824 458
873455,2 16 2066 19 1042 3098 57 1105 653 294 370 420 421 440 441 446
873929,2 16 440 824 60 1358
874496,2 1042 2098 590 2235 421 440 441 2008
874600,1 2 16 3098 1064 53 590 619 4204 1206 2233 1730 1220 1242 1357 370 1439 440 446
874920,2 2066 16 34 1064 41 57 74 619 115 186 1766 9523 824 879 440
874947,2 1 534 440 57 824 60 446 2364 1987 2387 852 115
875000,2 34 46 57 9818 617 2780 247 824 1358 440 441 446
876527,2 16 53 115 186 2235 195 271 294 395 440 446 619 9028 1081 1220 1766
876785,2 1042 57 74 590 5735 619 2674 1140 186 2298 256 12033 15124 824 5949 395 1439 440
877330,1 2 534 1064 1220 980
877747,2 1 511 16 1042 34 36 41 1081 57 72 74 589 590 619 115 163 1730 719 1235 247 256 271 294 824 1351 3952 1439 421 440 446 980 2032
878014,1 2 16 2066 34 41 12344 60 74 115 163 186 256 271 294 385 395 421 534 619 824 908 9122 1042 1064 1081 1358 3903
878096,2 16 53 1081 57 10815 74 598 619 1220 3872 294 824 2364 440 1987 2032
878250,2 10759 5640 34 8752 60 74 1211 2248 824 1358 440 13284
878308,2 2066 1042 2102 74 590 1140 195 2248 719 2780 1766 2810 8487 1358 4434 395 420 421 441 980
879394,2 16 36 46 1081 619 4797 247 294 385 1409 395 6558 1439 440 441 446
880070,1 2 16 4650 9273 1214 10488 271 7985 824 913
880204,2 534 3098 1064 46 60 619 115 719 5337 247 256 271 824 5447 1351 11612 12656 2471 452
880529,2 53 598 619 9441 294 1357 879 5497 395
881329,2 7179 16 51 57 60 186 247 256 294 370 11135 9106 440 446 9152 980 1502
881433,395 534 57 195 5838
881483,1 2 16 34 41 46 57 60 598 115 6774 1206 6850 1220 824 1357 6020 908 440 446 980
881533,2 16 46 53 10396 242 385 420 440 446 534 598 619 1042 1208 1850
882434,1 2 16 46 53 57 74 186 195 271 6483 511 564 619 719 908 1364 1409 9637 3903
883197,2 16 23 34 36 46 2098 57 60 115 247 256 294 385 420 421 440 441 446 448 534 598 617 619 2780 980 1042 1081 7321 1220 11534 1351 1358 9744 12105 8066
883911,2 2066 275 421 53 440 441 8130 619 511
884270,2 534 1064 46 57 60 598 115 247 294 824 2387 5497 4517 440 446 980 1502
885370,2 2066 598 271 3903 440 446 963 488
886852,1409 2 3490 167 1064 247
886883,2 16 3098 36 1064 2098 1081 256 824 440 446
887107,2 2066 1042 46 57 4696 115 1140 7302 6850 4322 256 1802 271 294 5949 7091 9142 4065
887373,256 1409 2438 271 534 3098 294 3629 440 1081 60 57 446 5696 1357 852
888057,2 2585 34 36 53 57 74 619 186 2780 440 488
888545,2 36 598 5337 256 271 294 1351 395 440 1987
888649,2 2585 294 485 619 2166
888976,1 2 41 9273 2105 74 115 247 256 271 14632 2867 824 1351 3406 2391 1390 370 385 1409 421 440 446
889425,1409 2 271 16 272 534 421 46 57 980 619 6388
889683,7170 16 23 34 1064 589 598 613 1220 247 256 271 3358 3360 15647 3364 294 1351 1357 395 420 980
889749,2 9859 7043 16 1042 2098 186
890059,2 16 1042 53 619 14030 824 2364 420 421 441 980
890255,2 16 34 41 46 53 2105 60 247 6392 256 271 275 294 370 2424 395 6559 440 441 446 488 908 3098 1081 1206 3358 3360 3364 5657 1822 1987
890610,256 1 534 34 41 440 1081 115
891121,2 34 41 46 53 294 1351 8015 11192 440 446 485 7651
891227,2 16 1042 421 46 441 590 980 619
892693,256 2 271 440 598 1502
893013,2 852
893543,2 824 5337
893668,2 16 1042 60 590 619 195 247 256 294 1357 2391 10100 2424 395 420 421 446 980
893795,2 34 46 53 57 1081 590 4696 115 5273 440 446
894301,2 16 46 53 60 74 2233 186 256 271 294 8487 2424 395 16790 421 440 441 446 8652 488 604 613 617 2780 824 852 980 1042 1064 1081 7248 5273 1206 11612 6017 8066
894440,2 2585 3098 1064 564 57 60 115 1220 3788 8937 247 256 824 370 908 440 446 1987
894736,2 16 57 60 74 10333 115 12956 247 256 271 294 1358 370 395 440 446 1987
894893,1 2 16 3098 1064 57 60 74 590 598 619 167 1206 1730 1220 14030 4322 1766 256 271 294 824 1357 1364 370 908 1439 421 440 441 446 963
894994,1 2 16 534 1042 34 619 115 2205 1206 186 247 271 824 1351 385 908 421 440 446 3554 488
895292,1 2 5640 23 36 46 564 74 598 1140 4229 1220 247 14146 1357 4517 440 465 980 8689
896503,2 14877 41 598 604 719 247 256 271 824 3903 370 395 6559 440 446 2032
896513,2 619
896676,2066 34 46 60 2166 256 2387 2463 9134 446 485
896779,2 16 1042 534 1064 46 60 74 604 619 115 1206 186 1237 8962 271 824 2896 852 2391 1502 2032
897018,8066 1042 421 294 440 824 4166 3788 5582 879
897451,2 16 34 41 53 57 60 74 115 186 2237 247 256 271 294 395 421 440 446 480 590 593 613 617 619 6774 824 13284 1064 7248 1208 1220 1351 1358 1502 1599
897812,2 2066 530 1042 57 1081 60 598 619 2260 247 256 294 824 2364 1351 1409 908 421 1987 1502 8670 2032
898735,1 2 34 57 60 74 115 186 2256 247 256 271 294 4403 8504 395 440 441 446 10720 485 511 564 598 613 617 619 2808 2943 11179 2989 9133 980 1042 1081 5273 1235 5386 1358 1357 1385 1599 8028 3952
898823,1042 2098 51 53 1599 74 619 195 271 9537 1385 370 395 441 485
898956,2 7058 57 195 452 598 2780 4322 619
899055,2 3098 34 36 1599 590 604 619 115 186 5838 719 824 1357 5497 385 1409 395 421 440 446 511
899129,2 534 74 271 440 441 1502
899722,271 16 446 1101 2424
900042,2 1042 3619 1064 57 598 604 617 14441 824 14140 10573 10574 10599 12656 15284 441 446 14287
900295,2 294 440 2780 488 12656 115
901063,2 3098 3619 60 10815 74 3678 1218 247 271 272 4403 1355 2391 1390 370 3979 440 446 452 485
902186,2 16 2066 1042 36 74 590 598 619 1766 2298 256 294 824 1351 395 421 441 963
902420,2 57 370 6774 4477
902802,2 16 1042 34 1064 41 3678 3700 11479 1357 420 15798 440 441 2523 10219
903045,2 16 34 41 60 589 590 593 186 2298 256 908 421
903530,2 1042 421 53 60 619 247
904223,395 46 4403 440 57 7492 1502 4581 247
904541,2 16 1042 36 6183 41 46 4661 1081 74 589 1622 91 5273 4271 195 719 2260 271 275 3358 3360 3364 4903 2386 5478 395 420 446 2497 2043
904631,16 34 41 53 57 1208 195 2780 8428 294 300 2364 908 420 440 2523
905642,2 2066 1042 34 1064 46 60 446 980
905678,2 16 1042 57 1081 60 74 1220 5337 247 271 440
905815,2 2066 1042 34 41 74 590 107 115 5259 167 1206 186 2780 824 3387 1351 5497 908 421 448
906206,2 16 8237 57 74 10333 115 2233 186 2237 247 271 385 2438 395 6558 440 446 534 619 11005 6908 824 7091 1064 3157 5273 1220 7394 1351 1357 5949 2032
906325,2 16 2066 3098 53 74 115 3788 3872 294 824 370 395 420 421 440
906381,1 2 16 619 1218 271 421
907880,2 1 23 74 598 115 186 2235 271 1822 2364 13117 3903 12130 5497 908 395 440 446
908263,2 16 1042 53 60 598 619 115 1220 247 271 1351 1357 4434 6568 12721
908507,2 1042 1064 555 57 115 256 275 294 824 5497 395 440 3554 2032
908965,2 395 3098 41 46 824 441 446 370
909953,256 2 16 53 824 1206 186 195 72 852 115 247
909968,2 534 3360 3364 421 4398 46 824 57 1237
911094,2 16 5696 824 9028 2424 1439 440 441 446
911368,2 16 3098 1064 1081 74 598 1140 662 5273 1730 247 256 271 275 294 370 1409 440 1975 441 1987 511
911991,256 41 446 74 6774 247
912831,23 420 441 1042
913732,2 16 36 46 57 74 115 186 195 247 271 294 2443 421 440 446 534 590 1042 1081 1140
913976,2 1042 1064 46 1206 53 441 448 1987 1220 1351 590 619 247 511
915338,6020 2235 60 598
915479,2 16 1206 247 370 440 2032
915606,598 5337 7498 441
915766,2 16 46 9788 115 4229 1208 6841 7868 1351 908 440 446 963
915948,7552 2 16 824 1357 2780 619 247 511
916297,294 41 12721 440 60 446 74 9957
916506,2 23 2585 3610 34 36 9273 60 5694 590 604 613 619 115 7900 10488 6406 294 1357 421 440 1987
916566,2 57 1081 74 598 619 115 5259 3732 271 824 440 446 1502
916656,2 16 34 9906 57 8130 195 9122 589 598 247
916812,2 1064 57 1081 74 256 294 395
917179,2 11018 5858
917779,256 2 1 271 16 421 46 440 57 446 1220
918058,2 115 186 824 1351 6559 4515 440
919635,2 16 2066 34 2098 1081 60 74 604 619 163 4269 186 195 1276 256 294 4903 4403 824 407 4515 421 440 441 511
921559,2 23 1064 46 440 57 74 5337
921834,908 3098 824 1850 2008
921992,2 16 2066 1042 534 34 46 60 74 1766 9971 256 294 2387 14202 395 9124 440
922022,2 16 2066 534 53 57 619 115 1220 195 6388 271 370 440 446
922265,256 440 3098
922403,34 57 619 824 420 980
922696,2 34 1064 589 824 1357
922847,2 16 34 41 46 57 74 107 10418 186 195 256 294 440 441 446 589 590 619 824 1042 1064 1081 5273 1220 1358
923105,1 2 16 57 60 186 195 247 10488 294 2391 395 421 440 441 446 2523 619 9005 908 980 1042 2032
923123,256 2 395 271 16 530 1042 2066 294 822 1081 1351 1357 4696 619 2674
923248,2 1766 824
923544,3098 8738 5158 1064 53 1081 598 7259 619 1140 5259 5314 3788 9433 247 256 272 294 8020 2443 440 446 963 1987 452
923997,2 53 57 60 619 1730 1766 247 1294 271 4403 824 2032
924164,16
924765,2 390 1042 589 852 8020 485 619
924950,2 534 34 41 115 3732 1220 5958 6483 8066
924966,2 271 1064 57 440 1081 60 1502
925303,16 534 1064 53 74 1206 824 2364 1351 1358 852 908 441
925337,1 2 1081 74 1766 271 1358 908 440 980 2032
925788,2 16 34 60 107 195 10101
926116,2 1042 8220 34 57 1081 619 186 195 1220 247 1357 2989 440 446
926234,2 16 34 1064 590 7248 593 598 294 1351 1358 1409 395 440
926431,2 16 2066 534 1042 34 1064 41 2098 590 619 115 195 1766 256 271 294 2364 395 421 440 980
926650,1 653 167 74 852 1237
926882,256 2 271 534 41 440 980 852
927363,908 1206 60
927852,16 23 53 60 619 115 1208 9421 271 3358 3360 3364 824 1351 852 420 446 980 1502
927894,2 16 46 60 598 2226 247 256 294 1351 440
928469,2 1 16 2066 57 74 91 115 186 271 395 420 534 598 619 908 5075 1081 1206 1351 5497 5640 1723
929150,2 2066 3098 57 74 598 619 247 256 824 1409 8066 421 440 446
929396,256 2 1042 294 53 7018
929696,2 16 589 107 247 420 448
930957,1 2 653 1042 1206 1208 593
932101,2 16 1064 598 115 5779 271 370 2952 440 446
932275,2 34 294 440 1081 1850 4160 107 511
932308,1 16 57 74 589 6774 5337 247 7423 256 4885 824 1351 5452 2896 395 440 468
933124,534 34 46 440 60 3903 7875 13284 242 511
933523,2 1042 1064 46 598 107 115 5768 8884 256 822 824 13117 13118 6029 3987 440 446 448 485 488
933718,1 2 16 534 2101 57 4166 74 5735 115 1140 186 1766 247 256 271 824 3406 370 2443 908 412 2472
933796,2 1042 564 53 593 590 598 619 14514 294 2008
934486,2 2066 34 1064 41 57 74 590 247 294 980 2032
934833,2 440 446
935222,6017
935323,2 16 34 36 41 598 13418 115 1351 440 446 448 5088
935447,2 1042 3619 1064 46 1206 247 294 1409 421 440 446 1502 488
937449,2 16 1042 2585 53 57 1081 4166 74 619 115 195 9005 824 1351 420 440 446 1502
940124,2 16 1042 46 51 57 60 74 3678 619 6774 195 5337 1766 256 3846 271 272 275 294 4403 824 385 440 441 1502
940155,2 9224 1042 34 72 604 247 271 421 980
940606,2 16 34 60 74 247 256 294 1357 395 440 441
940710,2 16 2585 34 590 8275 619 115 3700 6774 9918 256 294 824 370 440 446 2523 1502
941043,1042 34 60 6729 1140 4751 5289 272 824 9596 6020 9608 440 1975 446 9685 2523 485
941490,7311 271 3098 420 7091 440 5949 10815 5696 1730 3789 847 598 9433 619 4204
942389,2 16 34 8751 3629 60 590 598 604 3678 619 186 247 256 294 822 824 1351 1357 385 395 421 440 448 980
942520,2 16 3610 34 46 57 1081 74 3678 9906 294 4434 370 421 440 446
944713,2 16 34 60 74 619 115 5447 1358 395 420 421 440 441 446 465
944972,2 1042 534 34 1064 9818 247 421 440 446
945701,34 60 446
946664,2 10139 440 60 2780
946795,2 34 1064 57 74 598 5273 14565 15668 824 2880 4434 10100 908 407 10144 2471 440 446 980 1502 12258
947047,1 16 3098 564 60 74 7774 12956 186 195 1766 12033 271 294 1364 2391 1409 420 441 980
947231,2 57 446 1730 195 852 619 107
947395,2 16 2066 23 3619 1064 60 1599 186 247 271 272 294 4403 7498 852 420 440 980
947856,1 2 16 440 57 1358 590
948346,2 908 653 5289 46 1206 446 2391 4204
948899,1 2 1042 23 1599 72 589 598 613 1140 4419 1351 4956
949148,2 16 1042 534 3098 5661 11311 60 1599 2113 74 590 593 598 604 619 115 2166 5273 1220 7900 1766 240 247 256 294 370 395 440 441 446 980 4065 485 488
949411,2 11265 16 534 34 1064 590 598 619 115 1766 3360 2340 1351 440 441 446 980
950672,2 16 57 115 5262 5273 1766 3979 440 446 11725 980 1502
950741,2 1042 34 617 186 5337 2780 1822 440 511
950797,2 7171 2101 1081 57 4160 7259 9824 5735 115 1140 12956 5314 1218 3788 3789 5337 247 256 271 3358 3360 3364 294 12112 2424 2443 908 6029 395 2472 440 446 488
951183,2 1042 51 1081 1599 13892 13910 619 272 2364 2391 395 13296
951293,256 1409 2 7311 3098 1206 440 6072 446 370
951771,2 598 91 186 824 391 440 446
951849,2 16 22 41 2098 53 57 598 604 4204 2217 247 256 271 1357 421 440 441 446 9716
951964,1 2 46 57 60 5696 598 115 5273 2233 186 1218 1220 1242 247 51 271 272 294 824 5949 5958 1351 1357 4004 440 446
952281,1 534 1064 3180 256 4379 294 1357 3488 440 1502 488
952389,2 7170 16 1042 46 57 74 598 7311 186 195 1766 247 271 847 385 395 1439 421 440 441 446
952628,2 16 534 1064 46 10815 5259 195 247 256 395 7091 440 446
955076,2 46 107 115 4229 247 256 395 421 440 446 534 593 619 824 1042 5337 5640 7900 10192
955584,2 440 446 195
956414,256 1081 247
956440,34 46 593 247 6574 440 446
956724,1409 2 3098 294 1064 41 4650 440 824 57 60 4668 446
957235,2 16 1042 1064 53 57 74 590 598 115 2780 271 3394 852 421 441 2523 1502
957423,2 1042 34 598 619
957875,1 2 51 60 107 1351 1358 4434 441 9196
958088,534 34 46 593 115 6846 1220 11534 1822 294 5928 824 1357 2387 908 440 446
958377,2 16 2066 23 34 36 57 60 74 195 2248 247 256 294 2364 421 440 446 2523 589 852 1042 5779 6017
958396,256 2 23 440 1220 107
959060,46 1081 13892 107 256 6406 272 294 385 440 446
959843,1 2 2066 1042 57 74 598 619 115 14461 5779 1185 247 6406 271 4885 824 1351 908 421 440 441 448 468 511
960752,2 34 51 57 74 619 151 195 2780 247 256 272 4885 294 822 2391 8652 511
961442,1064 1081 3646 4166 589 9339 247 294 2364 5452 908 440 446
961895,2 34 41 46 598 6384 14070 247 256 294 2364 7533 407 2520
961981,1 530 534 1064 4650 57 4154 60 5696 590 3157 4696 4204 17519 186 247 2298 256 294 2438 407 1439 3488 421 10674 440 446 488
962418,2 34 2233 186 256 440
962500,1 2 2066 16 534 3098 1064 41 46 564 57 60 619 115 1042 5292 186 1220 2780 247 6908 1351 385 440
962691,2 530 1042 534 5147 1064 57 60 4160 590 598 619 107 1206 186 1730 1220 247 2298 256 11534 294 1351 1357 852 2424 2431 385 421 440 441 446 485
962789,16 534 3098 1064 46 51 4204 7311 5273 2233 2237 1220 1766 13590 294 370 1409 3979 908 440 441 446
963482,2 1042 564 57 593 4696 271 420 441 1502
964156,2 511 16 2066 34 1081 593 11891 186 247 294 441 2520
964240,1 2 1042 1599 598 9321 186 2233 247 824 395 1502
964261,1 2 16 1042 34 60 590 271 2364 440 446 1502
964331,2 16 534 440 441 824 446 1766 2032
964711,2 16 36 1064 619 3732 4322 271 1358 441 980 1502 2032
964756,2 57 60 3654 4166 74 598 115 7305 9918 2780 247 256 271 791 294 824 2424 10654 7091 440 446 468
964784,2 590 115 1140 653 1357 395 980
964937,2 824 440 186
965334,16 23 74 107 115 5958 511
966345,256 2 395 534 294 1064 619 115 7421
966744,256 421 824 1351 619
966976,2066 1042 36 6723 590 604 619 115 824 1357 852 395 420 421
302652,None
513009,None
553514,None
614267,None
762295,None
811036,None
